text,rate
"Ну что , начнем...CS:GO по-моему это первая игра , которая надолго затянула меня и играя в нее ты мгновенно познаешь русский мат и рассизм ... что очень надоедает и ты не чувствуешь никакого спокойствия и удовлетворения от игры.В игре ДОХ**я немощных раков , которые никак не играют на данный ранк , так же полно самокритичных ублюдков .То есть , если вы собрались играть в ММ , то лучше берите своих мейтов для изи победы или для спокойствия)Игра  меня затянула  скорей своей популярностью и тимплэем , что в свою очередь ключевое в этой игре, но вы этого врятли увидите , нужно создавать тиму и наигрывать , а это время и я считаю это бессмысленно .Сложно бросить кс , если же не получиться то играть буду гораздо меньше...спс за игру мейты)",Рекомендую
"Итак, что же такое CS GO?- CS GO это когда раскраски оружия стоят дороже крутых игровых девайсов.- CS GO это когда открываешь 20 сундуков и получаешь 20 кусков синего г**на.- CS GO это когда тебя добавляет школьник и начинает выпрашивать в подарок шмотку.- CS GO это когда тебя выгоняют только потому что ты Русский.- CS GO это когда ты спалил свой стул после игры в соревновательном режиме.- CS GO это когда ""глобалы"" создают по 10 аккаунтов и получают удовлетворение, играя против ""сильверов"".- CS GO это когда ты Russian Noob, если остался против пятерых, убил четверых но не добил пятого.- CS GO это когда ты Russian Noob при счете 21-7-10, а у ближайшего тиммейта 8-0-16.- CS GO это когда ты выучил польский и шведский за одну-две катки.- CS GO это когда в соревновательном режиме поляков больше, чем в самой Польше.- CS GO это когда ты в одиночку открываешь А, а бомба уже про***на на Б.- CS GO это когда на твои советы и вопросы тебе отвечают ""stfu Russian"".- CS GO это когда про***л три звания за день только из-за того, что каждый раз играешь против пацанов которые не доют тебе даже выйти как стреляют в голову, играющих со второго аккаунта.- CS GO это когда каждый третий тиммейт - набустенный сильвер.- CS GO это когда против тебя играет пять ♥♥♥♥♥♥♥♥♥♥ов с АВП.- CS GO это когда высаживаешь все 30 патронов в одного ♥♥♥♥♥♥♥♥♥♥а и наносиишь 99 in 7, а тот рандомным выстрелом попадает тебе в голову.- CS GO это когда VAC показательно банит профессиональных игроков, но не может забанить ♥♥♥♥♥♥♥♥♥♥а, который простреливает всю команду через три стены, имея при этом 2.2 часа в игре.Все это CS GO!6 довольных Гейбов из 10",Рекомендую
Покупаешь игру за 10 баксов!А потом зарабатываешь с игры раз в 10 больше!КАРОЧЕ ПОКУПАЙТЕ НЕ ПОЖАЛЕЕТЕ!,Рекомендую
система подбора не работает адекватно,Не рекомендую
"Верните старый CS GO, а эту игру доделайте, работы там еще очень много!",Не рекомендую
"Товар получен бесплатноИтак, что же такое CS GO?- CS GO это когда раскраски оружия стоят дороже крутых игровых девайсов.- CS GO это когда ты обязан дропнуть свой красивый калаш всей команде.- CS GO это когда открываешь 20 сундуков и получаешь 20 кусков синего г**на.- CS GO это когда тебя добавляют школьники и предлагают over 9000 сундуков в обмен на твой нож.- CS GO это когда тебя добавляет школьник и начинает выпрашивать в подарок шмотку ценой в 3500 рублей, приводя при этом аргумент ""да ты ж богатый, что тебе стоит! "".- CS GO это когда тебе по 10 раз в день присылают ссылки на трояны в надежде обчистить твой инвентарь.- CS GO это когда тебя выгоняют только потому что ты Русский.- CS GO это когда ты спалил свой стул после игры в соревновательном режиме.- CS GO это когда ""глобалы"" создают по 10 аккаунтов и получают удовлетворение, играя против ""калашей"".- CS GO это когда ты Russian Noob, если остался против пятерых, убил четверых но не добил пятого- CS GO это когда ты Russian Noob при счете 21-7-10, а у ближайшего тиммейта 8-0-16.- CS GO это когда ты выучил польский и шведский за одну-две катки.- CS GO это когда в соревновательном режиме поляков больше, чем в самой Польше.- CS GO это когда ты в одиночку открываешь А, а бомба уже про***на на Б.- CS GO это когда на твои советы и вопросы тебе отвечают ""stfu Russian"".- CS GO это когда про***л три звания за день только из-за того, что каждый раз играешь против ""глобалов"", играющих со второго аккаунта.- CS GO это когда каждый третий тиммейт - набустенный сильвер.- CS GO это когда против тебя играет пять ♥♥♥♥♥♥♥♥♥♥ов с АВП.- CS GO это когда одного ""беркута"" и четырех ""калашей"" кидает против пяти ""супримов"".- CS GO это когда высаживаешь все 30 патронов в одного ♥♥♥♥♥♥♥♥♥♥а и наносиишь 99 in 7, а тот рандомным выстрелом попадает тебе в голову.- CS GO это когда VAC показательно банит профессиональных игроков, но не может забанить ♥♥♥♥♥♥♥♥♥♥а, который простреливает всю команду через три стены, имея при этом 2.2 часа в игре.Все это CS GO!10 довольных Гейбов из 10.",Рекомендую
"𝙂𝙧𝙚𝙖𝙩 𝙜𝙖𝙢𝙚, 𝙧𝙪𝙞𝙣𝙚𝙙 𝙗𝙮 𝙘𝙤𝙢𝙢𝙪𝙣𝙞𝙩𝙮.",Рекомендую
"Игра очень сырая, много багов и лагов. Высокие системные требования. Самое худшее что убрали кс го, чтобы переманить игроков с кс го на кс2. Как было с кс 1.6, когда валв заставила перейти всех игроков...",Рекомендую
"Имея хренову тучу других игр и перевалить счетчик за 250ч нельзя не написать пару строк и пойснить почему я до сих пор тут. =)Всего несколько причин: Порой неистовый фан, международный троллинг и копейки с продаж дропа.Помнится при просмотре роликов с ранних версий игры я был настроен скептически по отношению к ней.Конечно же ни одной из новых версий не доставить столько же впечатлений как  от CS 1.3, но все же разработчики заложили хороший потенциал.Если TF2 это симулятор шапок и способ наварки бабла. То CS это милитаризованная расскраска всем знакомого арсенала для летального изнасилования нежных попок.Вполне логично что оставив продукт с минимум изминений с ""древним"" геймплеем, надо компенсировать это новшеством которое не отпугнет фанатов и привлечет новых. Путь использования торговой площадки ведет на окупаемость проекта за счет переброса шмота друг другу, а юзеры довольствуются повышением ЧСВ за счет появления эксклюзивного ножа у перса.По сути, если рассуждать глядя на TF2, вполне логично что скоро всеми любимая CS станет ""бесплатной"".Играй не хочу, но за использование площадки все равно надо будет заплатить )))В любом случае, рассказывать о игре нет смысла, ее все знают.Добавлю что это отличное место для троллинга нервозных юзеров и командного убийства времени. :DВобщем го, я создал!",Рекомендую
"Игра то сама по себе отличная! Портят ее лишь коммьюнити и размер положенного на игру болта ее разработчиков. Разберем по порядку размер данного органа:- 64 тик. Нет, серьезно, это же звиздец! Ты можешь всадить в противника В УПОР 6-10 пуль, но из-за тикрейта засчитает только 2! ДВЕ! СЕРЬЕЗНО?!- ОЧЕНЬ много читеров!- Отношение самих разработчиков игры. ""Ввести новый античит или улучшить старый? Нет, спасибо, добавим лучше новый ящичек и будем грести деньги дальше."" ""Фантомные шаги исправить? Пфффф. Терпите и держите новую наклейку в зубы!"" ""Баг на карте говорите? Ну может быть через недельку поправим, а пока вот вам скидочка на наши новые наклеечки"". Серьезно, Valve? Тебе действительно так важны деньги и так плевать на свой же продукт?UPD. 29.09.2016. КС официально умер. Вместо того, чтоб чинить античит, чтоб уменьшить количество читеров, или исправить отсутствие регистрации попаданий, они су ка изменяют звуки! Та ну ♥♥♥*й эту игру! За одну катку не засчитало около 80 попаданий! ЧТО ЭТО ЗА ДЕРЬ МО?! То есть, когда я должен убивать противника, сервер просто не засчитывать бл ять попадания! СТРОГО НЕ РЕКОМЕНДУЮ К ПОКУПКЕ!",Не рекомендую
"Что такое CS,любой геймер,пускай он и не видел и не знаком с жанром шутер,должен понимать.На этой игре выросло поколение прямиком от подвальных и прокуренных компьютерных клубов.Где нет уравнивания по скиллу игроков,что делают в настоящее время.Аля Warface,Battlefield и т.д. Поэтому столь много матов что тот читер,а у того я знаком с мамой.Изменения терпят разве что графика,физика,ну и поведение оружия(а также какой-нить гаджет урежут или запихнут).В данной CS благодаря принципам нового поколения людей,вашу маму знают 70% игроков.Не русские кричать ♥♥♥♥♥,матерят.Объеденяет лишь одно..они учат вас играть.Благо новым шутерам(повторюсь).Не отставая от времени есть система рангов.как  общая (зависит  от соотношения побед) ,так и независиммая(тоесть играй,играй,играй-опыт пополнится).А вот насчёт зависимой по победам,отдельный разговор.Даже если вы играете выше среднего,или отлично.Не удивляйтесь что с вами в команде окажется 14 летний школьник,который скажет что он не выспался или т.п.Тут идёт бизнес на прокачку аккаунтов(буст).Либо друг глобал с ним играл,либо заплатил и отдал на время прокачки аккаунт.Бывают и девушки(то ли за красивые глаза,толи за грудь)им качают. Ненавижу Тп.Если уж  хотите играть,и не нарываться на такие проблемы , ищите играбельную комманду по вашему навыку(сайты,форумы и т.д помогут)И опять,присутствует,этакий донат(раскраска оружий).По поводу него не скажу ничего плохого,размер ножа не увеличивает,пули разрывными не станут,но свойствами выращивания члена у школьников обладают.Всегда это красиво,а тот кто прям обсирает, он просто потратил 1000+ и не выбил ничего ценого.Никто же не заставлял вас экономить на обеде в универе или школе.Так что если вы тот человек который хочет совершенствовать себя в той или иной отрасли,вам сюда.Чуство от сделанного эйса гарантированно.Не слово о том ""как любят там русских"".",Рекомендую
"Скатилась, минус 968 часов жизни",Не рекомендую
"CS:GO - это когда в твоей тиме школьников больше чем в рекламе Фруктового Сада;CS:GO - это когда ты орешь ""RUSH B"", бежишь туда и открываешь его в одного, а потом обнаруживаешь, что бомбу уже проcpали где-то на лонге;CS:GO - это когда перед матчем ты ПО ИНЕРЦИИ отключаешь всем микрофон;CS:GO - это когда ты стреляешь в спину, снимаешь ему 99 хп, а затем он оборачивается и убивает тебя рандомным выстрелом в голову;CS:GO - это когда вы делаете -4, а затем оставшийся делает эйс с помощью скара, авп или cpаного п-90;CS:GO - это когда ты остаешься 1х1, плантишь бомбу, прячешься за машиной, слышишь шаги из темки, готовишься встретить... а он вылезает из окна и делает хэд;CS:GO - это когда ты нуб, даже если остался один, сделал -4, но не смог убить пятого. Из-за перезарядки;CS:GO - это когда ты нуб, потому что твой дигл не может вместить в себя больше 7 патронов;CS:GO - это когда в решающем раунде тебя показательно убивают твои же тиммейты;CS:GO - это когда после потной катки всем выпадают новые кейсы, а тебе - raвноящик за 70 копеек.CS:GO - это когда на первую же миссию свежекупленной тобой операции ты тратишь полдня, т.к. никак не можешь собрать CPAНЫЕ 200 ПОИНТОВ из-за пинга в 250!!!;CS:GO - это когда каждый ♥♥♥♥♥♥ раунд в боях насмерть тебя кидает в de_zoo, от которого тебя уже тянет блевать;CS:GO - это когда каждый день тебя добавляет 10+ лоу-лвлных аккаунтов в надежде обчистить твой инвентарь;CS:GO - это когда ты получаешь 7 дней бана за то, что тебя кикнули, либо кикнул ты, либо тебя выкинуло к xyям, либо у тебя рубанули инет, либо ты попросту забил ♥♥♥ и пошел спать, трижды прокляв себя перед сном за то, что купил эту игру.10 ПОЮЩИХ ПОЛЯКОВ ИЗ 10!!!!",Рекомендую
"Даже не знаю,что звучит отвратительнее:русский рэп или новые звуки выстрелов из cs:go.",Не рекомендую
,Не рекомендую
"Легендарная игра все времен и народов !!!!!Начну с истории игры. А началась она в 2000 году, когда вышлаCounter-Strike, все начинали играть (у кого был интернет), при чем телефонный, занимали линию и играли. В те года, я и мои друзья, да и многие того поколения еще учились в школе, у нас было интерес к данной игре. Что то обсуждали, устраивали свои мини соревнования.... Потом, а именно в 2004 году вышлаCounter-Strike: Source, мы уже учились  в институтах, кто-то в техникумах, кто-то в армии долг отдавал, раскидала нас судьба, у нас уже не было такого интереса к данной игре, потому что у всех свои заботы начались... Сейчас у кого-то семья у кого-то дети уже в школу пошли, у кого-то только ждут  пополнения, все поменялось.... В конце концов в 2012 году выходитCounter-Strike: Global Offensive, лично я узнал про нее уже в 2013 году, купил, установил и был поражен..... Это самая лучшая частьCounter-Strike, графику вполне подтянули, не сказать что уж прям как в современных шутерах, но вполне достойно, Стали добавлять новые карты, новые операции и появился самый лучший на мой взгляд режим - ""Соревнование"", что очень круто. Появились скины на оружие, и постоянно что то добавляется и исправляется . Вообщем достойное продолжениеЛЕГЕНДАРНОЙ серии Counter-Strike, всем советую !!!",Рекомендую
"Крутая игра, всем не советую. Игра хорошая, если в нее не играть",Не рекомендую
"Я купил прайм. чтоб играть без читеровВ каждой катке читеригра 5/5Симулятор смерти, рекмоендую!",Рекомендую
Норм так-то игруха!,Рекомендую
ЗАЛ  УПА!!!,Рекомендую
"Вот ♥♥♥♥♥ делать её бесплатной, вот valve вы ♥♥♥♥♥♥♥♥♥? ♥♥♥♥ теперь читер в абсолютно каждой катке с новыми акками, это ♥♥♥♥♥♥. Раньше хоть как то можно было играть, когда была платная и прайм надо было поднимать, но теперь я в ♥♥♥♥ что вы за зоопрак сделали, вообщем откалиброваться и выйгрывать катки теперь тупо анриал, НЕ КАЧАЙТЕ, ВАШИ НЕРВЫ ПРОСТО УЙДУТ В МИГ.",Не рекомендую
"На мой взгляд cs:go в полне нормальная игра,но в ней очень много дорогих вещей,на которые нужно снизить цену,видь игроки которые не в адеквате им всеровно и они будут покупать эти вещи любыми способами,даже если нужно будит красть деньги у родных.А в остальном я советую всем в неё поиграть.",Рекомендую
"Проведя более тысячи часов в кс (у меня много акков + играл с акк.друзей),я не рекомендую эту игру,и вот почему.1)Если у тебя нет фулл пати из 5 человек,то нормально ты максимум отыграешь 10% игр.2)Ждешь командной игры?Хах!До бигстаров\беркутов ты инфы не увидишь,за редким конечно же исключением.3)Школьники и неадекваты.Комьюнити ужасное,хотя к этому пожалуй все привыкли.Кто то боялся,что ее сделают ф2п игрой,и нахлынут всякие ироды.Поверьте,хуже уже не будет точно.4)Читеры.Их тут море.Античит как бы есть,и как бы кого то банит.Но почти в каждой катке есть своя ванга.(За 2 года игры,кидаешь регулярно репорты на ребят,которые даже не стараются не палиться,и за все время уведомление о читере пришло только раз.)5)Смурфы.Их тут тоже море.Бустеры,ребята с заниженной самооценкой,которых в рот имеют на их ранге,и те,кто пришел пофаниться.Чем ниже твой ранг,тем тяжелее тебе будет выбраться из этой жопы.6)Рандом.Сомнительный минус,и до поры до времени я считал его больше плюсом.Но нет.Когда ты очередь выпускаешь в парня,и не попадаешь там,где просто не попасть невозможно,а он в ответ убивает тебя с калаша, в прыжке, набегу, с одной пули в голову,это бесит.Особенно если вы такой неудачник как я,и притягиваете все пули к своей голове.7)Вальве.Вместо того,чтобы править местами проседающий фпс(для калькуляторов как мой,это проблема) и кучу багов,вместо нормальной системы рангов,они клепают стремные скины с кейсиками,никому не нужные операции(все что было со времен Авангарда - ♥♥♥♥♥♥),вводят сомнительные правила и обновы(один только револьвер чего стоил).В заключении скажу,что давно бы ее забросил,да не могу.Удалял ее далеко не раз.Пить и курить бросил,а это ♥♥♥♥♥♥ не могу.Советую трижды подумать,чем начинать в нее играть.UPD 27.06.19За три года, обзор остался таким же актуальным. Ток теперь она еще и F2P)",Не рекомендую
Igra govno,Не рекомендую
Крутно новое обновление и всё такое правда про тестить както забыли ведать т.к. играешь минут 3-5 и игра вылетает!,Не рекомендую
"Все равно никто не читает мои отзывы.Кину рецепт Торта ""Банановый каприз""Продукты (на 8 порций)Для коржей:Мука – 170 гЯйца – 3 шт.Молоко сгущенное – 1 банка (380 г)Сода – 1 ч. л.Сок лимона - для гашения соды*Для сметанного крема:Сметана (22-25%) – 300 гСахарная пудра – 80 г*Бананы – 3 шт.Шоколад черный для украшения – 90 гГотовим тесто. Для этого яйца взбиваем со сгущенным молоком.шаг №2Добавляем гашеную соду, муку и все перемешиваем.шаг №3Разделяем тесто на 3 части для трёх коржей.шаг №4Выпекаем 3 коржа в духовке при температуре 180 градусов 20-25 минут.шаг №5Готовим крем: сметану взбиваем с сахарной пудрой.шаг №6Нарезаем бананы кружочками.шаг №7Собираем торт. Наносим сметанный крем на корж (перед этим корж можно наколоть вилкой, чтобы он лучше пропитался кремом). Выкладываем бананы. Поверх бананов вновь наносим крем. Таким образом поступаем с каждым коржом, выкладывая их друг на друга.шаг №8Украсить торт с бананами и сметанным кремом можно тертым шоколадом.Помещаем торт в холодильник, лучше всего на ночь.шаг №9Торт ""Банановый каприз"" готов!Приятного аппетита!",Рекомендую
"Блин ,мам, ну у меня мм",Рекомендую
Мусор а не игра,Не рекомендую
"За 2892 час а проведённых в игре я мог найти себе девушку, новых друзей, заняться спортом, быть добрым и уравновешенным человеком, перестать быть одиноким. Спасибо за игру! Ставлю класс! Рад, что в этой игре можно найти таких же додиков!",Не рекомендую
"Теперь читеры сделались официальной фичей игры, не хочешь с ними играть - плати 1000 рублей (и то не факт). Ну да, зачем с ними бороться, если можно заработать на их наличии. Раньше хотя бы читеры платили (когда заново CS покупали), теперь же денег требуют с игроков, которые с читерами играть не хотят).  Я-то свой прайм набил ещё 2 года назад, но мне больно за честных игроков, которые придут сейчас в игру и не купят прайм. А это только поспособствует росту числа читеров, ведь многие школьники, которых будут нагибать читеры сами начнут читерить.",Не рекомендую
"Как же вольво ненавидит эту игру. Сначала вводит ♥♥♥♥♥♥ трейд бан на 7дней, теперь раздает ваки направо и налево. Тупо гайд как устранить всех кс'еров на Земле. 12 баллов из 10 за находчивость! 2000 часов коту под хвостP.S. еще и opskins блокируют....",Не рекомендую
"Вот и настало время для моего первого отрицательного отзыва, поэтому готовьтесь к тому, что я буду говорить много лишнего, и возможно, не в тему. На фоне большого количества отрицательных отзывов, я тоже решил высказать мнение о CS:GO или почему я считаю эту игру ♥♥♥♥♥♥м. Я уже предвкушаю толпы бешеных школьников, которые с пеной у рта будут защищать свою любимую игру, но это мое мнение и оно может не совпадать с вашим!Но для начала перечислим плюсы.1) У CS:GO действительно великие предки - CS 1.6, которая считается классикой на века и в которую до сих пор играют многие игроки (Ну что, каждому свое), а также прорывной CS Source, который, несмотря на некоторые неодобрения игроков, до сих пор неплохо играется! И это как нельзя кстати, подходящий плюс, который хоть немного скрашивает игру, уже умирающую в агонии.2) Серия CS всегда имела такую фишку, что у нее более - менее щадящие системные требования. Серьезно, мне кажется, что CS:GO потянет даже обычный компьютер за 20К! Чем, так сказать, не альтернатива более требовательным играм?А теперь минусы:1) Коммьюнити. Ни в одной другой игре вы не найдете столь отбитой и неадекватной аудитории, как именно здесь - а именно толпы школьников, орущих в микрофон из - за любой, даже незначительной ошибки, которые дизморалят вас и вашу команду, когда они сидят вообще на последнем месте уже половину игры, ну или просто неадекваты, которые портят все впечатление от этой игры. Также это относится к иностранцам - американцам, полякам, англичанам, которые очень любят кикнуть или обматерить, если узнают, что вы русский, по мне, это уже реально какое - то средневековье! Неужели из - за всяких политических разногласий люди готовы друг другу глотки перегрызть?И представьте себе, вы приходите домой, уставший после учебы или рабочего дня, хотите как следует поиграть и расслабиться, а в итоге что? Открылась крышка гроба, браво!2) Античит. Не стоит отрицать очевидное, что во всех играх есть читеры. Но CS: GO - самый настоящий рассадник этого вселенского зла! Античит и так называемый ""Патруль"" - это просто ужас, работающий наперекосяк, и как часто бывает, всегда банят невиновных и честных игроков, а читеров меньше не становится! И где эта так называемая ""справедливость?"" Зачем играть в игру, в которой много читеров и с этим нормально не борются?3) Механика и физика. Я, конечно, понимаю, что да, CS:GO приближена к реализму, но неужели из того же АК-47 в реальности пули летают так рандомно, что независимо, профи ты или нет, то вероятность твоего попадания вообще 50 на 50? А какой - то парень может с легкостью с P - 90 прострелить тебе голову, хотя он вообще не имеет понятия, как это у него получилось. Или когда бросаешь Молотов, а он раз! - и отскакивает от стены - это вообще что? Тут еще много примеров, которых по хорошему реально стоит исправлять!4) TickRate - 64. Вот же как бывает: ты стреляешь в противника, якобы попадаешь в него, видишь спрайт крови, но когда он тебя убивает рандомным зажимом, ты видишь, что ты ему даже урона не нанес! Вот такой TickRate вообще непредсказуемый! Это меня очень бесит, ведь Valve имеют много денег, да и вообще они не дураки, так почему они не могут практически все сервера перевести на TickRate - 128, это было бы всем удобно, чтобы потом не было якобы конфузов, типа: ""Как так, я же стрелял в упор?!"" и все в этом духе.5) Обновления. По сути, наплевательское отношение к игре, смело можно причислить к этому пункту. Реально, какое вообще нормальное обновление сделали Valve в последнее время? Только всякие операции за бешеные деньги (никогда не понимал, зачем люди тратят деньги на это, это же так тупо!) или обновление карт, на которых слишком много разных объектов, из - за чего сильно падает FPS, а еще этот револьвер, который по урону вообще не уступал AWP в день релиза, как будто Valve не хватило ума его сперва протестировать! Вот это отсутствие глобальных обновлений как раз и делает эту игру ужасной и однообразной, но все равно, игроки продолжают играть, вот честно, какие - то... старперы, я бы сказал! Мир не стоит на месте, все меняется просто на глазах, а игроки не могут перейти на что - то более новое!6) Скины. Нет, ребята, я знаю, у каждого свои эстетические вкусы, но чтобы какие - то бесполезные раскраски на оружие, которые ничего не дают, были такими популярными - это вообще как понимать? Причем некоторые из предметов, например, ножи стоят баснословные деньги - 30000 рублей - да на эти деньги можно столько всего полезного накупить! Реально, это настоящая опухоль в CS:GO, вот так самая популярная игра превратилось в какое - то казино, подобно всяким Warface, Point Blank и прочим отбросам игровой индустрии. Мне реально страшно представить, что дальше Гейб додумается продавать, наверное, уже камуфляж для моделек, аксессуары, типа часы, татуировки, мускулы для рук, спасибо, Valve, мы как раз этого и ждали!7) МатчМейкинг. Тоже полно проблем, хотя идея неплохая. Например, вы с остальными ждете какого - то ♥♥♥♥♥а, которого не смог нажать кнопку ""Присоединиться"". А потом вы узнаете, что с вами в команде находится 4 иностранца, например, поляки, немцы, да без разницы, и либо вас ждет игра как в первом варианте (то есть вас скорее всего кикнут, хотя бывают и нормальные игроки), либо, ни они, ни вы не знаете английский и в итоге вы со большей вероятностью торжественно сливаете катку, и в итоге у вас понижение в звании и горящий пукан. Почему нельзя сделать, так скажем, подборку по регионам, типа Европа, Азия, Америка - играй на каком хочешь, тебе никто ничего не скажет!8) Система званий. Реализована криво, также непредсказуемо, в любой момент тебя могут из - за одного проигрыша понизить, а чтобы его повысить, тебе надо нервничать и потеть 5 - 6 - фиг пойми сколько каток. Этот изъян тоже необходимо срочно исправить, ибо... ну кому интересно смотреть, как он трудился, а в итоге, из - за одного обновления его звание понизилось?Мне грустно это признавать, но для меня игра умерла, если Valve в ближайшее время не возьмутся за нее как следует, то они потеряют свой авторитет, а CS:GO канет в Лету. И это как - раз парадокс компании Valve - у них столько великих игр, которые кардинально изменили игровую индустрию, тот же самый Half Life, но это просто несправедливо - забить на свой самый популярный проект и выкачивать из нее все деньги, когда уже смело можно сказать, что игра полностью изжила себя.Увы, но правда есть правда - CS:GO умерла. НАВСЕГДА.",Не рекомендую
"Обзор написан в связи с неоднократным разочарованием в игре и полном по♥♥♥зме по отношению к адекватной части  коммьюнити.P.S Внимание !!! Много текста. P.P.S Серьезно,очень много.Прошло почти 14 лет с момента появления cs source в стиме,и уже 6ой год идет с момента появления cs go.Вроде бы столько времени,было  много обновлений,фиксов,ивентов,но к чему мы сейчас пришли?- VAC cистема давно устарела и нуждается в полной переработке- Новых карт от самих разработчиков нет и  скорее всего не будет,только те которые создало сообщество и то на время операций.-Физика текстурпо сравнению с той же sorce убита напрочь,много мест где легче прострелить толстую бетонную стену,чем деревянный ящик или тонкий лист железа.-Хитбоксыдаже после множества исправлений просто ужасны,особенно когда моделька игрока находится в прыжке.-Тикрейт 128?Забудьте, Valve не будет раскошеливаться ради этого .-Коммьюнити.Не то ,что бы в кс было мало веселых и адекватных ребят,но их % от общего числа катастрофически мал.Огромную часть составляет неадекватные маленькие дети,после беседы или игры с которыми начинаешь сомневаться в их умственных способностях.Тут уж не понятно надо ли их жалеть в связи с тем ,что их природа обделила или это очередной ""суперпопулярный"" школьник ютубер, который делает свое ""оригинальное шоу"",надеясь на признание и деньги от рекламы,которую конечно будут у него заказывать.  И самое обидное ,что больше всего неадекватов из России и  стран СНГ,не знаю почему так,но это факт.Реально стыдно за своих соотечественников бывает.-Надо менять систему рейтинговых званий.Не только их получение,но и само отношение к ним.Множество людей сидит и трясется над своим званием боясь его опустить,другие же заказывают буст с сильверов/звезд,что бы играть с игроками получше/увеличить свое ЧСВ/рунить игру другим.  Почему не сделать обновляемый рейтинг,который сбрасывается раз  в сезон/месяц и так же давать внутриигровые награды в зависимости от лучшего /текущего результа. Тут сразу можно вернуться к пунктам про буст и читы,но если исправить Vac систему и допустим,если в течении 7 дней человек  не играет рейтинг сбрасывать рангом ниже.Это все условно,если реально над этим работать можно придти и к достойному результату. Таким образом можно побудить игроков к реальной  рейтинговой борьбе  между собой, и любой в зависимости от своего умения получит награду.Будет вам и приток игроков и онлайна.НО!!!!Никто не будет это делать,для этого надо работать,вкладывать средства.Легче делать новые кейсики,операции,скинчики беря их из мастерской ,обновлять визуальную часть текстур,но не заниматься другими проблемами ,отвлекая  коммьюнити побрекушками.Пока деньги капают,зачем сильно напрягаться,народ схавает.Конкурентов в стиме всеровно нет.",Не рекомендую
