character_class,image
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2225.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2228.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2229.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_223.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2230.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2231.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2232.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2233.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2234.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2235.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2236.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2237.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2238.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2239.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_224.jpg
Rokku Ri,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2240.jpg
Rokku Ri,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2241.jpg
Rokku Ri,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2242.jpg
Rokku Ri,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2243.jpg
Rokku Ri,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2244.jpg
Rokku Ri,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2245.jpg
Ten-Ten,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2246.jpg
Ten-Ten,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2247.jpg
Ten-Ten,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2248.jpg
Ten-Ten,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2249.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_225.jpg
Ten-Ten,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2250.jpg
Ten-Ten,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2251.jpg
Ten-Ten,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2252.jpg
Ten-Ten,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2253.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2254.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2255.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2256.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2257.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2258.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2259.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_226.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2260.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2261.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2262.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2263.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2264.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2265.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2266.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2267.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2268.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2269.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_227.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2270.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2271.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2272.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2273.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2274.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2275.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2276.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2277.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2278.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2279.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_228.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2280.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2281.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2282.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2283.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2284.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2285.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2286.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2287.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2288.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2289.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_229.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2290.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2291.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2292.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2293.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2294.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2295.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2296.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2297.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2298.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2299.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_23.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_230.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2300.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2301.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2302.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2303.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2304.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2305.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2306.jpg
Grandmother Chie,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2307.jpg
Iruka,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2308.jpg
Iruka,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2309.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_231.jpg
Iruka,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2310.jpg
Grandmother Chie,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2311.jpg
Grandmother Chie,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2312.jpg
Ebizou(Chie's brother),C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2313.jpg
Ebizou(Chie's brother),C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2314.jpg
Ebizou(Chie's brother),C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2315.jpg
Ebizou(Chie's brother),C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2316.jpg
Ebizou(Chie's brother),C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2317.jpg
Ebizou(Chie's brother),C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2318.jpg
Ebizou(Chie's brother),C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2319.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_232.jpg
Ebizou(Chie's brother),C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2320.jpg
Ebizou(Chie's brother),C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2321.jpg
Temari,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2324.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2325.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2326.jpg
Temari,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2327.jpg
Temari,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2328.jpg
Temari,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2329.jpg
Sasuke,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_233.jpg
Temari,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2330.jpg
Temari,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2331.jpg
Temari,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2332.jpg
Temari,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2333.jpg
Temari,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2334.jpg
Temari,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2335.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2336.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2337.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2338.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2339.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_234.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2340.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2341.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2342.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2343.jpg
Grandmother Chie,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2344.jpg
Grandmother Chie,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2345.jpg
Grandmother Chie,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2346.jpg
Grandmother Chie,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2347.jpg
Grandmother Chie,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2348.jpg
Grandmother Chie,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2349.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_235.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2350.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2351.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2352.jpg
Temari,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2353.jpg
Ebizou(Chie's brother),C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2354.jpg
Ebizou(Chie's brother),C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2355.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2356.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2357.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2358.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2359.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_236.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2360.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2361.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2362.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2363.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2364.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2365.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2366.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2367.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2368.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2369.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_237.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2370.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2371.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2372.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2373.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2374.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2375.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2376.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2377.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2378.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2379.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_238.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2380.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2381.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2382.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2383.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2384.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2385.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2386.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2387.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2388.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2389.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_239.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2390.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2391.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2392.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2393.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2394.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2395.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2396.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2397.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2398.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2399.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_24.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_240.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2400.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2401.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2402.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2403.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2404.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2405.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2406.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2407.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2408.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2409.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_241.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2410.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2411.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2412.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2413.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2414.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2415.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2416.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2417.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2418.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2419.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_242.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2420.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2421.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2422.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2423.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2424.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2425.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2426.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2427.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2428.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_243.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_244.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_245.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_246.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2469.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_247.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2470.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2471.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2472.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2473.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2474.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_248.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_249.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_25.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_250.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2502.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2504.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2505.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2506.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2507.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2508.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2509.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_251.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2510.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2511.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2512.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2513.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2514.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2515.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2516.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2517.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2518.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2519.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_252.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2520.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2521.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2522.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2523.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2527.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_253.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2535.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2536.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2537.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_254.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2546.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_255.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2557.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_256.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2565.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2567.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2568.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2569.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_257.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2570.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2571.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2575.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2576.jpg
Sasuke,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2577.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2578.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2579.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_258.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_259.jpg
Shikamaru,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2590.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_26.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_260.jpg
Sasuke,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_261.jpg
Sasuke,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_262.jpg
Sasuke,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_263.jpg
Sasuke,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_264.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2649.jpg
Sasuke,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_265.jpg
Sasuke,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_266.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_267.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_268.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_269.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_27.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_270.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_271.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_272.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_273.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_274.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2740.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_275.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_276.jpg
Naruto,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_277.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_278.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_279.jpg
Sakura,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_2797.jpg
Tsunade,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_28.jpg
Gaara,C:/Users/Ivan/PycharmProjects/image-ekukovenko/images\image_280.jpg
